Mnemonic,Tag,FLBR.US,FET.US,FGDP_.US,FC_.US,FCD_.US,FCN_.US,FCS_.US,FI_.US,FIF_.US,FIFN_.US,FIFNS_.US,FIFR_.US,FEXG_.US,FEXS_.US,FIMG_.US,FIMS_.US,FG_.US,FAWHTP.US,FIP.US,FTWDBRD.US,FYPQ.US,FYLE.US,FYPDPIQ.US,FYPDPI_Q.US,FYPSAVQ.US,FCPIU.US,FCPIUL1E.US,FCPWTI.US,FPDPC.US,FPDPGDP.US,FAHETP.US,FHST.US,FHST1.US,FHSTMF.US,FGDP.US,FYHHMEDQ.US,FPPISP3500.US,FPPISP3000.US,FHN1.US,FHN1SUPQ.US,FRVEHL.US,FZPAVN.US,FMBAD.US,FBCFCOFCCQ.US,FCBC.US,FCCALLQ.US,FCCREVQ.US,FCCNREVQ.US,FBBABLLICBQ.US,FBBABLLRCBQ.US,FBBABLLCCBQ.US,FHX1.US,FBKBY.US,FBKPY.US,FCPGASQ.US,FDJMIIUSDDWCFTDQ.US,FRFHLMCFM.US,FG.US,FI.US,FIF.US,FZFL075035503Q.US,FZ.US,FRFED.US,FRPRIME.US,FRILIBOR1M.US,FRILIBOR3M.US,FRILIBOR6M.US,FRILIBOR12M.US,FRTB3M.US,FRTB6M.US,FRGT1Y.US,FIRSWP1YQ.US,FRGT2Y.US,FIRSWP2YQ.US,FRGT3Y.US,FIRSWP3YQ.US,FRGT5Y.US,FIRSWP5YQ.US,FRGT7Y.US,FIRSWP7YQ.US,FRGT10Y.US,FIRSWP10YQ.US,FRGT20Y.US,FRGT30Y.US,FIRSWP30YQ.US,FRBAAC.US,FSPVOL.US,FIFNE_Q.US,FIFNIP_Q.US,FABABC.US,FCUMF.US,FLBR.TX,FLBR.MI,FLBR.CA,FLBR.FL,FLBR.AZ,FABAHE.US,FHCLHP1TIM.TX,FHCLHP1TIM.MI,FHCLHP1TIM.CA,FHCLHP1TIM.FL,FHCLHP1TIM.AZ,FHCLHP1TIM.US,FMOF14TQ.US,FMOF14RQ.US,FMOF14PQ.US,FCBOEVIXQ.US,FRPRIME.US
date,string,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double
9/30/2000,HI,4,132.2893333,12607.676,8211.276,759.844,1874.305,5629.228,2394.141,2332.421,1667.915,547.578,631.964,928.409,354.926,1488.751,285.983,2501.218,34.26666667,95.95086667,120.0087667,8724.896,5914.03,7476.959,8969.157,4.3,173,181.9,31.58258065,83.368,82.154,14.07666667,1.503666667,1.189333333,0.314333333,10357.445,42480.09571,148.3,138.3666667,0.882333333,4.166666667,17.3952,390.151,4.4,4.25,142.1155497,1705.62911,663.75322,1041.87579,1070.955267,1613.020333,537.3087333,4.613333333,36065,1226037,4.527048387,13613.33,8.020500024,1845.027,2055.769,1998.536,138.736,775.771,6.511428571,9.5,6.616592344,6.699062813,6.8415825,6.970010156,6.019365079,6.01984127,6.132857143,6.934761905,6.216984127,6.964126984,6.156825397,6.977777778,6.058253968,7.014920635,6.083174603,7.054761905,5.88984127,7.101428571,6.09968254,5.793968231,7.095396825,8.315739179,0.85843285,735.07,427.524,3.21,79.0776,4.166666508,3.833333254,4.933333397,3.766666651,3.9,0.72,104.928,104.711,111.752,105.221,103.963,106.537,1137.173691,227.8633788,909.3103118,19.16904762,9.5
12/31/2000,HI,3.9,132.5603333,12679.338,8284.4,765.106,1892.339,5679.888,2395.566,2337.497,1672.321,549.515,632.615,915.689,356.662,1494.177,279.087,2508.965,34.16666667,95.7469,123.3072,8802.771,5951.661,7543.832,8999.501,3.8,174.2333333,183,31.89903226,83.829,82.591,14.23333333,1.544,1.224333333,0.319666667,10472.285,42567.09832,148.7,140.0666667,0.932,3.933333333,16.4016,385.968,4.96,4.39,132.3080546,1753.59801,684.40277,1069.19515,1081.219,1632.9409,549.7799,4.636666667,35472,1217972,6.434419355,12175.88,7.612000012,1868.658,2061.573,2007.23,143.702,752.991,6.499677419,9.5,6.646871111,6.698721429,6.620119524,6.567292222,6.01983871,5.929516129,5.907096774,6.516935484,5.719032258,6.436935484,5.636612903,6.455806452,5.555645161,6.530322581,5.639516129,6.596935484,5.570645161,6.673064516,5.888870968,5.693064505,6.761129032,8.214492044,1.364857794,733.678,431.987,3.34,77.73583333,4.033333302,4.1,4.733333,3.733333349,3.833333254,0.74,106.359,106.453,117.242,107.719,105.428,109.134,1195.963123,281.2007901,914.7623327,26.01666667,9.5
3/31/2001,HI,4.233333333,132.745,12643.283,8319.403,777.69,1881.04,5709.575,2285.261,2325.442,1658.83,534.043,635.333,902.081,350.445,1467.092,276.798,2546.27,34.1,94.4816,123.9778333,8961.176,6059.445,7659.062,9076.223,4.2,175.9,184.3333333,28.67209677,84.387,83.117,14.36,1.605,1.257666667,0.347333333,10508.121,42702.28649,149.4,141.6,0.946,3.766666667,17.1832,374.245,4.77,4.57,113.9480006,1797.17013,704.31717,1092.85287,1093.550567,1654.796833,556.9618667,4.68,35992,1271865,6.231435484,10645.85,7.011500017,1911.891,1967.535,1998.166,142.923,743.624,5.611774194,8.620967742,5.507920156,5.336416094,5.179970938,5.108896719,4.808870968,4.637258065,4.591612903,5.093709677,4.58016129,5.21516129,4.631129032,5.383225806,4.790483871,5.621290323,5.032419355,5.784193548,5.044193548,5.944516129,5.584354839,5.443064544,6.227903226,7.88211554,1.422772036,728.067,435.12,2.99,75.7634,4.2,4.566666603,4.833333492,3.966666698,4.1,0.74,107.655,107.645,118.846,110.21,106.979,111.112,1908.271101,961.6509261,946.6201754,25.72645161,8.620967742
6/30/2001,HI,4.4,132.4016667,12710.303,8340.761,777.013,1889.822,5723.745,2277.059,2294.672,1621.165,536.9,645.175,866.076,345.337,1410.49,282.722,2596.404,34,93.29736667,126.7302,8997.927,6050.16,7688.956,9068.234,3.9,177.1333333,185.4666667,27.98015873,84.79,83.699,14.5,1.63,1.297,0.333,10638.384,42659.65518,150.0333333,142.0333333,0.892,4.033333333,16.7132,368.303,5.16,5.22,114.9415538,1828.99638,713.75895,1115.23735,1081.8217,1692.5968,564.7298333,4.743333333,37135,1349471,4.390444444,11407.15,7.127166605,1958.621,1966.993,1978.553,141.9,774.045,4.33078125,7.34375,4.274446721,4.169774918,4.118692951,4.271178525,3.655396825,3.636984127,3.774920635,4.285714286,4.191746032,4.748571429,4.427460317,5.132222222,4.835396825,5.574920635,5.140793651,5.834761905,5.276190476,6.076507937,5.844126984,5.700634934,6.441269841,8.038360067,1.517769076,697.84,430.154,3.93,73.98686667,4.666666508,4.866667,5.133333,4.233333,4.433333397,0.71,108.755,108.676,119.622,112.611,108.336,112.797,2174.69183,1215.779685,958.9121444,23.92380952,7.34375
9/30/2001,HI,4.833333333,132.0066667,12670.106,8371.247,785.934,1898.574,5733.702,2236.591,2276.114,1599.967,541.175,649.193,818.378,334.395,1383.689,275.459,2594.584,33.9,91.9513,126.3809,8990.72,6033.65,7876.688,9282.636,5.8,177.6333333,186.7333333,26.6205,84.855,83.97,14.59666667,1.599666667,1.275666667,0.324,10639.486,42696.9279,150.5666667,140.7,0.866333333,4.333333333,16.0656,367.072,5.35,5.55,109.108902,1850.88067,709.01904,1141.86155,1059.629067,1706.9963,565.8000667,4.763333333,38490,1398864,2.834355932,9562.95,6.965000017,1965.456,1937.338,1967.453,143.465,742.296,3.487936508,6.571428571,3.547519688,3.463574375,3.468594375,3.6247075,3.211803279,3.159672131,3.340983607,3.639833333,3.676229508,4.225833333,3.968852459,4.7075,4.510819672,5.262833333,4.826065574,5.5585,4.995737705,5.805833333,5.623442623,5.528032788,6.2145,7.948290723,1.070703125,679.725,426.601,3.77,72.22746667,5.2,5.333333492,5.633333,4.6,5,0.69,109.603,110.065,121.603,115.331,109.464,114.814,1924.374294,948.0744154,976.2998786,25.38033898,6.571428571
12/31/2001,HI,5.5,131.2156667,12705.269,8499.132,851.425,1914.659,5756.818,2126.879,2223.834,1553.614,489.449,645.028,800.292,316.097,1372.369,263.521,2632.367,33.8,90.9629,127.1496333,9016.541,6042.93,7784.367,9167.785,3.3,177.5,187.9666667,20.53145161,84.911,84.233,14.71,1.57,1.256333333,0.313666667,10701.317,42753.09029,150.1333333,138.5,0.924666667,4.066666667,18.5276,372.687,5.15,6.35,88.24082692,1904.48116,716.59714,1187.88393,1033.4529,1738.119733,571.3385667,4.72,40099,1452030,2.693419355,10707.68,6.780166666,1999.093,1842.681,1923.51,138.741,756.19,2.153387097,5.180327869,2.201709375,2.156699531,2.156240469,2.433594063,1.914193548,1.931612903,2.245483871,2.454516129,2.867096774,3.315483871,3.322096774,3.982741935,4.08483871,4.722419355,4.522258065,5.11,4.762096774,5.428225806,5.473225806,5.304838704,5.92483871,7.92227273,1.282028183,676.998,420.073,3.88,71.1356,5.8,6.1,6.266667,5.9,5.666666508,0.72,110.35,110.959,123.507,117.747,110.903,116.447,2889.448909,1938.41078,951.0381292,27.91,5.180327869
3/31/2002,HI,5.7,130.7713333,12822.258,8524.579,840.968,1921.736,5791.933,2202.776,2210.734,1522.057,463.448,666.173,798.856,341.119,1398.09,285,2671.272,33.83333333,91.60656667,129.1755333,9057.726,6074.811,7988.201,9390.812,5.4,178.0666667,189,21.62516667,85.067,84.48,14.78666667,1.723,1.370333333,0.352666667,10834.445,42818.65436,150.0333333,138.1666667,0.917,4.1,16.6712,386.821,5.14,7.65,101.1647873,1931.31862,721.71245,1209.60608,1013.649,1764.455933,574.3673667,5.133333333,39845,1464961,2.488483333,10775.74,6.968999974,2048.323,1910.026,1910.24,139.699,850.714,1.740806452,4.75,1.847358871,1.901199839,2.064032581,2.543316774,1.7235,1.852666667,2.318166667,2.569,3.2005,3.591,3.7485,4.282,4.4595,5.039833333,4.8815,5.435166667,5.079166667,5.7635,5.744666667,5.56833332,6.1645,7.957175439,1.049593971,665.5,419.774,3.88,71.59913333,6.2,6.4,6.566666603,5.966667,6.066666603,0.62,111.321,112.35,127.508,120.229,112.247,118.69,2351.29542,1276.527778,1074.767642,21.36083333,4.75
6/30/2002,HI,5.833333333,130.6493333,12893.002,8568.126,849.219,1922.707,5825.165,2224.915,2205.168,1501.855,438.027,682.712,826.93,344.023,1457.562,278.051,2696.875,33.9,93.0417,127.0402333,9139.865,6137.722,8090.544,9438.448,5.4,179.4666667,189.9666667,26.27453125,85.722,84.829,14.88666667,1.691,1.349,0.342,10934.752,43025.10319,150.3333333,138.6333333,0.957,4.166666667,16.604,398.82,5.27,6.19,108.3524577,1963.80927,734.56979,1229.23939,991.8107667,1796.7071,580.6971667,4.943333333,39201,1466105,3.41584375,9384.03,6.813666717,2080.64,1925.596,1906.476,139.229,881.025,1.7565625,4.75,1.845891475,1.918084426,2.108022787,2.630840492,1.71625,1.86421875,2.34671875,2.6428125,3.23390625,3.63515625,3.7734375,4.231875,4.45046875,4.9121875,4.84671875,5.30953125,5.10609375,5.64953125,5.77375,5.744062549,6.14015625,8.023151515,1.186515106,657.936,425.847,3.91,72.63323333,6.366667,6.366667,6.7,5.7,6.2,0.64,112.36,113.409,133.843,123.644,113.724,121.814,2049.14727,938.5660762,1110.581194,21.643125,4.75
9/30/2002,HI,5.733333333,130.5716667,12955.769,8628.043,874.118,1927.43,5848.159,2224.612,2197.807,1492.99,417.282,684.731,832.279,347.039,1483.797,277.515,2717.759,33.86666667,93.6114,125.0599667,9173.941,6161.449,8120.812,9426.253,4.6,180.4333333,190.9666667,28.24666667,86.155,85.204,15.02333333,1.697333333,1.338666667,0.358666667,11037.057,43153.9631,150.0666667,138.8333333,1.004666667,4.033333333,17.4204,403.685,5.11,6.22,95.22781881,1987.27968,745.08276,1242.19683,971.7639333,1868.698267,588.8446,4.793333333,39091,1508578,3.193952381,7773.63,6.289166617,2107.718,1927.858,1902.565,141.765,910.082,1.748125,4.75,1.816346462,1.810510154,1.819082615,1.971250769,1.64375,1.63421875,1.8140625,1.97171875,2.23875,2.61953125,2.62609375,3.16953125,3.359375,3.9103125,3.9040625,4.39015625,4.27234375,4.82140625,5.19890625,5.282656238,5.545625,7.625181818,2.00605304,659.441,430.087,4,73.1588,6.4,6.133333,6.7,5.533333,6.2,0.58,113.037,114.72,138.737,126.518,115.286,124.779,2995.853034,1920.562764,1075.290269,35.0684375,4.75
12/31/2002,HI,5.866666667,130.605,12964.016,8674.353,862.044,1952.556,5887.428,2220.654,2190.886,1475.082,411.434,697.06,813.137,350.573,1504.915,293.811,2737.143,33.8,93.56516667,125.9837333,9243.89,6193.662,8197.205,9471.61,4.6,181.5,191.8333333,28.23349206,86.55,85.649,15.16,1.729666667,1.395,0.334666667,11103.834,43230.27935,150.1,139.9,1.026,4,16.57,411.392,4.9,5.54,81.73511505,2008.7405,752.70386,1256.03655,960.3707667,1979.082,608.1574333,5.12,38540,1539111,4.323730159,8343.19,6.072000074,2143.065,1936.499,1906.696,144.205,986.845,1.455483871,4.456349206,1.564111563,1.558794219,1.548194375,1.678604531,1.342580645,1.364354839,1.533709677,1.677419355,1.889677419,2.252258065,2.266129032,2.777096774,3.008548387,3.507096774,3.60016129,4.024516129,4.00483871,4.518225806,5.015645161,5.165483872,5.344677419,7.598530303,1.801621828,649.218,427.943,4.07,73.05496667,6.533333,6.3,6.766667,5.4,6.1,0.56,113.894,116.034,143.632,130.12,116.705,127.617,3926.816354,2804.509213,1122.307141,30.72671875,4.456349206
3/31/2003,HI,5.866666667,130.427,13031.169,8712.527,864.685,1965.967,5909.399,2239.474,2206.758,1478.588,408.499,709.797,815.411,341.056,1487.566,286.231,2728.291,33.76666667,94.08483333,123.3366333,9300.427,6226.584,8278.077,9498,4.6,183.3666667,192.4666667,33.80163934,87.161,86.184,15.26666667,1.736,1.412333333,0.323666667,11230.078,43266.83737,150.1333333,142.6,0.978,4.2,16.1376,411.469,4.85,5.73,68.32504018,2037.83644,761.41162,1276.42474,943.2169,2061.6728,607.0082667,5.263333333,37548,1573720,5.918295082,8051.86,5.834499995,2177.952,1960.189,1929.185,150.442,988.174,1.255245902,4.25,1.334950635,1.332237619,1.327331746,1.409171905,1.154754098,1.16852459,1.300327869,1.404098361,1.649016393,1.923934426,2.07,2.479508197,2.911803279,3.299508197,3.465409836,3.831311475,3.92,4.341147541,4.903770492,5.058032766,5.192459016,7.117836257,1.313484804,649.522,433.038,4.07,73.34123333,6.733333,6.866667,6.8,5.4,5.966667,0.61,114.425,117.228,147.392,133.799,118.56,130.152,3545.414708,2399.872223,1145.542486,30.02262295,4.25
6/30/2003,HI,6.133333333,130.1926667,13152.089,8809.507,904.37,1980.296,5942.311,2251.283,2254.398,1514.321,419.304,720.996,815.508,339.586,1526.766,275.042,2771.221,33.66666667,93.42456667,119.113,9424.344,6318.672,8405.182,9635.544,4.9,183.0666667,192.8,28.90857143,87.235,86.463,15.32333333,1.753666667,1.426,0.327666667,11370.653,43444.35546,150.0333333,142.2666667,1.094333333,3.833333333,16.4236,412.757,4.97,5.96,82.70347087,2069.89671,765.5713,1304.32533,925.5707667,2129.772367,609.8158,5.21,37182,1613097,5.737047619,9342.42,5.508833313,2216.888,1970.549,1970.937,151.07,1028.859,1.25375,4.2421875,1.261614098,1.233975574,1.196127377,1.231434754,1.039206349,1.049206349,1.152698413,1.238888889,1.421587302,1.624126984,1.773650794,2.096984127,2.57,2.893968254,3.128412698,3.442857143,3.620634921,3.972539683,4.591269841,4.836190489,4.876507937,6.475396825,1.229970002,671.273,436.594,4.04,73.02576667,6.866667,7.366667,6.9,5.4,5.9,0.63,114.962,117.711,151.979,136.726,120.522,132.65,4550.221297,3338.443891,1211.777406,21.53126984,4.2421875
9/30/2003,HI,6.133333333,130.2263333,13372.357,8939.387,944.695,2016.969,5986.872,2330.89,2325.897,1544.672,417.519,762.348,832.693,353.384,1530.688,293.968,2771.238,33.63333333,93.99256667,119.0143667,9550.283,6403.849,8595.109,9793.433,5.1,184.4333333,193.5666667,30.21140625,87.769,86.932,15.41333333,1.889666667,1.524666667,0.365,11625.137,43643.51667,150.4,143.5,1.168333333,3.633333333,17.218,436.353,4.65,5.59,78.5602951,2093.71908,767.79834,1325.92068,910.3106333,2211.6273,617.7454333,5.696666667,36183,1625813,4.895546875,9649.68,6.058833377,2231.24,2048.269,2040.142,149.358,1076.363,1.015,4,1.112067692,1.128466769,1.166519385,1.315846615,0.92828125,0.99625,1.21921875,1.32375,1.67828125,1.93328125,2.19625,2.56546875,3.138125,3.5225,3.71578125,4.11734375,4.22765625,4.658125,5.17015625,5.28754102,5.46640625,6.806883117,0.849538346,690.958,446.172,4.09,73.52663333,6.8,7.4,6.866667,5.233333,5.8,0.52,115.637,118.828,159.251,140.883,122.861,136.294,4684.881338,3316.225959,1368.655378,19.32015625,4
12/31/2003,HI,5.833333333,130.5333333,13528.71,9008.815,956.807,2030.935,6028.993,2413.141,2370.882,1566.776,418.04,785.001,868.957,369.314,1586.979,303.137,2786.323,33.7,94.94036667,115.5794667,9689.371,6508.745,8664.765,9833.026,4.7,185.1333333,194.0666667,31.16032258,88.124,87.363,15.45666667,2.035666667,1.657333333,0.378333333,11816.827,43901.2905,151.0333333,144.8333333,1.122,3.966666667,16.778,475.311,4.49,6,89.66315969,2113.98898,770.01473,1343.97419,884.0756667,2207.6647,643.6143667,5.603333333,35037,1625208,5.444725806,10799.63,5.922333368,2257.316,2132.792,2094.391,146.963,1132.103,0.999516129,4,1.131716349,1.166578095,1.225952698,1.46458381,0.915645161,1.003064516,1.296451613,1.478387097,1.856290323,2.175322581,2.380483871,2.784032258,3.244677419,3.641290323,3.781774194,4.173225806,4.28516129,4.677096774,5.162903226,5.253934452,5.426935484,6.662289562,0.785246799,704.33,452.894,4.43,74.45463333,6.4,7.033333,6.633333,4.9,5.5,0.43,116.515,119.799,167.5,145.867,125.877,140.182,2529.288037,1162.296599,1366.991438,17.4271875,4
3/31/2004,HI,5.7,130.9203333,13606.509,9096.415,972.679,2046.289,6083.984,2414.528,2362.496,1549.373,409.263,794.183,885.982,390.089,1631.02,317.091,2793.935,33.73333333,95.57333333,113.3415,9807.415,6565.686,8794.462,9904.677,4.5,186.7,195,35.25065574,88.797,88.115,15.53333333,1.918333333,1.557666667,0.360666667,11988.403,44147.57292,151.5,145.9666667,1.2,3.7,16.5908,515.468,4.46,5.4,91.55175781,2146.34862,779.8489,1366.49965,873.5059667,2255.125433,671.1028333,5.666666667,36785,1618062,5.714065574,11039.42,5.60666666,2303.095,2155.154,2106.284,153.144,1238.712,1.003225806,4,1.09713875,1.120966875,1.176084375,1.374648906,0.916451613,0.983548387,1.221451613,1.382096774,1.686612903,1.988387097,2.163064516,2.547419355,2.980967742,3.353548387,3.501451613,3.875967742,4.01,4.377096774,4.877903226,5.028548383,5.187580645,6.274996799,0.680991391,692.838,454.685,4.21,74.9709,6.166666508,6.866667,6.466667,4.8,5.3,0.29,117.53,120.915,179.239,151.657,129.764,145.066,2856.072769,1599.914815,1256.157954,16.65806452,4
6/30/2004,HI,5.6,131.6383333,13706.247,9155.468,982.167,2052.617,6126.762,2500.867,2422.796,1583.822,411.58,819.482,899.342,393.089,1698.191,330.076,2809.923,33.7,96.12376667,115.9265,9971.43,6690.256,8943.525,10002.264,4.8,188.1666667,196.2333333,38.28370968,89.421,88.856,15.63333333,1.937333333,1.608,0.329333333,12181.398,44448.09389,152.3333333,148,1.202333333,3.9,16.6716,543.143,4.56,5.27,96.2974116,2164.6177,781.48764,1383.13,865.5744,2378.926233,676.1577333,6.013333333,35739,1599986,6.162451613,11144.58742,6.129166667,2343.551,2259.525,2183.29,163.442,1266.792,1.01328125,4.00390625,1.154241803,1.309262787,1.546885738,2.006988033,1.078870968,1.331935484,1.775483871,2.005806452,2.454677419,2.813387097,2.971935484,3.399516129,3.720967742,4.168387097,4.183870968,4.632096774,4.597096774,5.058548387,5.355645161,5.419838735,5.686774194,6.66328576,0.780723466,719.857,457.838,4.28,75.63663333,6,6.966667,6.3,4.7,5.166666508,0.38,118.563,121.833,189.941,158.832,134.052,149.851,3098.757201,1762.286514,1336.470687,16.23016129,4.00390625
9/30/2004,HI,5.433333333,131.9703333,13830.828,9243.002,1001.345,2068.522,6177.086,2539.376,2471.981,1626.857,417.897,825.261,907.836,391.883,1722.385,326.357,2820.664,33.76666667,96.66793333,114.9799667,10110.453,6823.342,9042.912,10054.941,4.3,189.3666667,197.0666667,43.89203125,89.942,89.438,15.74,1.977,1.640333333,0.336666667,12367.744,44798.54891,152.8666667,148.5333333,1.159,4.3,17.0052,549.026,4.54,4.49,100.3861364,2196.77659,795.39223,1401.38429,882.5875,2439.380267,682.4755,5.916666667,34817,1584170,5.583484375,10893.78287,5.8925,2381.767,2311.281,2248.997,174.831,1325.678,1.439375,4.42578125,1.597538923,1.754077231,1.974384615,2.329048154,1.4884375,1.74828125,2.075,2.33296875,2.5565625,2.928125,2.91953125,3.35921875,3.505625,3.95734375,3.9221875,4.35984375,4.30140625,4.75546875,5.06828125,5.14484375,5.41875,6.451251075,0.666810083,744.629,468.593,4.26,76.34246667,5.8,7.066667,6.033333,4.566666603,4.9,0.38,119.559,121.934,198.288,166.933,140.913,154.178,2444.673389,1155.59285,1289.08054,15.4421875,4.42578125
12/31/2004,HI,5.433333333,132.551,13950.376,9337.837,1015.506,2087.172,6238.426,2590.616,2518.165,1661.406,417.742,836.661,924.841,406.607,1764.959,332.077,2808.229,33.7,98.01753333,110.7735333,10322.284,6878.852,9228.235,10180.633,4.5,191.4,198.2666667,48.27193548,90.652,90.063,15.83666667,1.965333333,1.610666667,0.354666667,12562.163,45341.78428,154.1,151.5666667,1.242,4.1,17.1984,648.718,4.38,4.68,96.05881755,2228.87447,801.3086,1427.5658,897.7266667,2524.824,686.4185333,6.06,34317,1563145,7.263822581,11951.46836,5.734833312,2401.197,2380.75,2312.701,178.076,1302.198,1.957142857,4.944444444,2.139854063,2.296074531,2.47944375,2.763379063,2.011129032,2.241290323,2.472741935,2.783387097,2.822419355,3.175645161,3.058870968,3.456935484,3.493709677,3.898387097,3.855,4.231290323,4.175806452,4.587258065,4.87483871,4.933548387,5.236129032,6.187212113,0.671607814,767.404,478.436,4.2,77.3337,5.766667,7.166666508,5.866667,4.4,4.7,0.33,120.854,123.083,207.259,175.933,151.974,159.331,2683.493935,1342.265105,1341.228831,13.65125,4.944444444
3/31/2005,HI,5.3,132.9993333,14099.081,9409.222,1026.252,2114.017,6271.489,2664.359,2558.759,1681.939,423.057,856.407,942.528,409.318,1787.521,334.192,2814.091,33.73333333,99.39806667,109.5110667,10359.054,6952.564,9186.562,10082.492,3,192.3666667,199.5,50.03098361,91.122,90.894,15.93333333,2.071666667,1.704666667,0.367,12813.729,45693.43401,155.4333333,152.7666667,1.283333333,4.266666667,16.5668,556.63,4.31,4.66,104.1637014,2256.82749,806.39639,1450.43103,933.1338333,2610.846267,693.0566333,6.106666667,31952,1559023,6.501377049,11637.24534,5.755166667,2442.223,2475.169,2375.665,179.278,1427.763,2.480483871,5.447580645,2.645181774,2.843689839,3.081290484,3.437560806,2.543770492,2.798360656,3.072459016,3.44442623,3.454918033,3.80852459,3.623934426,4.008688525,3.890819672,4.276885246,4.098852459,4.470655738,4.303606557,4.694590164,4.764098361,4.704262295,5.11704918,5.964429825,0.585431176,774.156,487.036,4.76,78.27056667,5.6,7,5.666666508,4.1,4.7,0.4,122.483,124.889,218.418,189.155,167.156,165.82,2748.158681,1315.508584,1432.650096,12.78704918,5.447580645
6/30/2005,HI,5.1,133.7326667,14172.695,9511.451,1055.365,2123.202,6331.814,2630.506,2599.207,1706.109,420.898,872.294,971.679,404.813,1805.756,340.295,2818.942,33.73333333,99.89693333,110.7998,10518.563,7027.363,9320.842,10162.278,2.5,193.6666667,200.4333333,53.22015625,91.728,91.549,16.04333333,2.051333333,1.697,0.354333333,12974.083,46074.27629,156.2,154,1.273333333,4.266666667,17.3892,571.42,4.34,4.26,102.289327,2284.46173,815.93807,1468.52359,967.5097,2703.422567,692.1144667,6.22,32406,1604848,6.951828125,11856.67198,5.719,2469.693,2469.547,2438.921,185.237,1445.994,2.94265625,5.91796875,3.109196984,3.286927619,3.496230635,3.764937302,2.86671875,3.08828125,3.33734375,3.77421875,3.6459375,4.0125,3.73234375,4.1415625,3.87296875,4.3053125,3.9846875,4.43125,4.15859375,4.58890625,4.54875,4.46890625,4.9296875,5.971305916,0.729368512,790.997,494.99,4.81,78.25833333,5.333333492,6.7,5.4,3.733333349,4.633333,0.43,124.216,124.752,227.657,202.859,184.799,171.188,2922.167754,1389.367948,1532.799806,13.40734375,5.91796875
9/30/2005,HI,4.966666667,134.482,14291.757,9585.233,1067.33,2127.909,6388.449,2657.863,2640.37,1737.382,418.629,881.881,970.233,407.872,1810,341.735,2840.97,33.73333333,99.4222,111.1251333,10698.054,7142.239,9471.449,10214.447,2.2,196.6,201.1,63.3121875,92.734,92.399,16.17,2.1,1.747,0.353,13205.445,46367.36194,156.9333333,156.7,1.296,4.466666667,17.984,576.793,4.44,4.35,98.87417094,2308.26158,821.40817,1486.85334,995.3992,2817.1152,703.9795667,6.296666667,34222,1748421,9.730671875,12282.87423,5.763,2521.551,2527.238,2509.298,190.327,1474.257,3.46234375,6.43359375,3.603912273,3.776330909,3.970676818,4.178236061,3.3634375,3.59015625,3.79109375,4.19578125,3.95796875,4.32359375,3.98921875,4.38546875,4.039375,4.47125,4.1084375,4.545625,4.21515625,4.6471875,4.50765625,4.42515625,4.9028125,5.981240511,0.537942442,817.865,499.944,4.74,77.59233333,5.266667,6.566667,5.266667,3.466667,4.5,0.46,126.188,125.135,237.17,216.814,201.416,176.438,3430.735553,1870.619927,1560.115627,12.25078125,6.43359375
12/31/2005,HI,4.966666667,134.9556667,14373.438,9621.339,1038.837,2164.197,6421.912,2737.639,2645.467,1744.349,422.337,879.861,997.772,419.209,1868.273,348.205,2830.703,33.76666667,100.3732,111.9029,10880.467,7225.038,9624.378,10298.739,2.7,198.4333333,202.4333333,60.04677419,93.458,93.098,16.31666667,2.068666667,1.725333333,0.343333333,13381.629,46832.92776,156.8,159.6,1.263,4.8,15.852,617.266,4.7,6.09,95.76499939,2327.55643,831.27478,1496.28159,1024.339433,2896.517,704.3504,6.1,39201,2039214,12.87724194,12497.1803,6.222333351,2541.291,2636.478,2546.229,198.625,1562.902,3.976666667,6.971311475,4.169371875,4.337581563,4.528770781,4.73176125,3.826229508,4.105737705,4.28852459,4.735901639,4.364590164,4.790327869,4.372295082,4.820983607,4.391147541,4.882622951,4.425737705,4.932459016,4.488196721,5.006393443,4.767540984,4.654262295,5.203934426,6.334285714,0.660598841,823.4,498.018,4.27,78.36923333,5.3,6.666667,5.133333,3.333333,4.366667,0.51,128.375,125.118,243.491,227.367,210.389,180.914,3025.324688,1528.464609,1496.860079,12.78174603,6.971311475
